ID,SKU,Type,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Regular Price,Sale Price
,MD2052_442c15,variation,Omzu Lastik Detaylı Beyaz Crop Bluz,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2052,,,,,,0,Beden,S,,,,RENK,LİLA,,,,79.99,
,MD2053,variable,Siyah Rahat Kalıp Spor Takım,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st1.myideasoft.com/idea/ek/76/myassets/products/881/moda-celikler-takim.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/881/moda-celikler-takim-gif1.gif",,,,,,,,,0,Beden,"M, S, XS",1,,,,,,,,,
,MD2053_1ae640,variation,Siyah Rahat Kalıp Spor Takım,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2053,,,,,,0,Beden,M,,,,,,,,,119.99,
,MD2053_2167c1,variation,Siyah Rahat Kalıp Spor Takım,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2053,,,,,,0,Beden,S,,,,,,,,,119.99,
,MD2053_24e582,variation,Siyah Rahat Kalıp Spor Takım,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2053,,,,,,0,Beden,XS,,,,,,,,,119.99,
,MD2054,variable,Beyaz Damla Yaka Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/885/moda-celikler-bluz4.gif,,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD2054_9874b0,variation,Beyaz Damla Yaka Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2054,,,,,,0,Beden,L,,,,,,,,,49.99,
,MD2054_9df961,variation,Beyaz Damla Yaka Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2054,,,,,,0,Beden,M,,,,,,,,,49.99,
,MD2054_a159f2,variation,Beyaz Damla Yaka Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2054,,,,,,0,Beden,S,,,,,,,,,49.99,
,MD2055,variable,Saten İp Askılı Yandan Büzgülü Mini Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/889/moda-celikler-elbiise-gif1.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/889/moda-celikler-elbiise-gif2.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/889/moda-celikler-elbiise-gif3.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/889/moda-celikler-elbiise.gif",,,,,,,,,0,Beden,"M, S, XS",1,,,,,,,,,
,MD2055_c069f0,variation,Saten İp Askılı Yandan Büzgülü Mini Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2055,,,,,,0,Beden,M,,,,,,,,,79.99,
,MD2055_c73e31,variation,Saten İp Askılı Yandan Büzgülü Mini Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2055,,,,,,0,Beden,S,,,,,,,,,79.99,
,MD2055_cadb02,variation,Saten İp Askılı Yandan Büzgülü Mini Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2055,,,,,,0,Beden,XS,,,,,,,,,79.99,
,MD2056,variable,Basic Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/893/moda-celikler-badic-gif2.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/893/moda-celikler-badic-gif3.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD2056_3386c0,variation,Basic Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2056,,,,,,0,Beden,L,,,,,,,,,39.99,
,MD2056_3da801,variation,Basic Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2056,,,,,,0,Beden,M,,,,,,,,,39.99,
,MD2056_433ce2,variation,Basic Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2056,,,,,,0,Beden,S,,,,,,,,,39.99,
,MD2057,variable,Sarı Angels Eşofman,1,0,visible,,,,,taxable,,1,9,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/897/photo-2020-05-31-20-11-29.jpg,https://st1.myideasoft.com/idea/ek/76/myassets/products/897/moda-celikler-badic-gif1.gif",,,,,,,,,0,Beden,"M, S, XS",1,,,,,,,,,
,MD2057_1385f0,variation,Sarı Angels Eşofman,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2057,,,,,,0,Beden,M,,,,,,,,,79.99,
,MD2057_1a5db1,variation,Sarı Angels Eşofman,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2057,,,,,,0,Beden,S,,,,,,,,,79.99,
,MD2057_1d6372,variation,Sarı Angels Eşofman,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2057,,,,,,0,Beden,XS,,,,,,,,,79.99,
,MD2058,variable,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,1,12,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/901/moda-celikler-yesil-bluz.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/901/moda-celikler-yesil-bluz-gif1.gif",,,,,,,,,0,Beden,"L, M, S",1,,,RENK,"BEYAZ, SİYAH, YEŞİL",1,,,,
,MD2058_3fbce0,variation,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2058,,,,,,0,Beden,L,,,,RENK,BEYAZ,,,,69.99,
,MD2058_452371,variation,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2058,,,,,,0,Beden,M,,,,RENK,BEYAZ,,,,69.99,
,MD2058_487742,variation,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2058,,,,,,0,Beden,S,,,,RENK,BEYAZ,,,,69.99,
,MD2058_4bf243,variation,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2058,,,,,,0,Beden,L,,,,RENK,SİYAH,,,,69.99,
,MD2058_4f5a34,variation,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2058,,,,,,0,Beden,M,,,,RENK,SİYAH,,,,69.99,
,MD2058_52afe5,variation,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2058,,,,,,0,Beden,S,,,,RENK,SİYAH,,,,69.99,
,MD2058_560e36,variation,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2058,,,,,,0,Beden,L,,,,RENK,YEŞİL,,,,69.99,
,MD2058_598367,variation,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2058,,,,,,0,Beden,M,,,,RENK,YEŞİL,,,,69.99,
,MD2058_5cd238,variation,Mint Yeşili Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2058,,,,,,0,Beden,S,,,,RENK,YEŞİL,,,,69.99,
,MD2059,variable,Lila Vatkalı Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/911/moda-celikler-lila-vatkali.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/911/moda-celikler-lila-vatkali-gif2.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/911/moda-celikler-lila-vatkali-gif1.gif",,,,,,,,,0,Beden,"34, 36, 38",1,,,,,,,,,
,MD2059_dca2e0,variation,Lila Vatkalı Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2059,,,,,,0,Beden,34,,,,,,,,,44.99,
,MD2059_e63401,variation,Lila Vatkalı Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2059,,,,,,0,Beden,36,,,,,,,,,44.99,
,MD2059_e8ffd2,variation,Lila Vatkalı Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2059,,,,,,0,Beden,38,,,,,,,,,44.99,
,MD2060,variable,Taş Renk Atlas Kumaş İspanyol Paça Zincir Kemerli Pantolon,1,0,visible,,,,,taxable,,1,5,,0,0,,,,,1,,,,"All products, All products > Clothing",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/916/moda-celikler-ispanyolpantolon.gif,,,,,,,,,0,Beden,"34, 36, 38, 40",1,,,,,,,,,
,MD2060_b89f50,variation,Taş Renk Atlas Kumaş İspanyol Paça Zincir Kemerli Pantolon,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2060,,,,,,0,Beden,34,,,,,,,,,69.99,
,MD2060_bd4bf1,variation,Taş Renk Atlas Kumaş İspanyol Paça Zincir Kemerli Pantolon,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2060,,,,,,0,Beden,36,,,,,,,,,69.99,
,MD2060_c038d2,variation,Taş Renk Atlas Kumaş İspanyol Paça Zincir Kemerli Pantolon,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2060,,,,,,0,Beden,38,,,,,,,,,69.99,
,MD2060_c2e313,variation,Taş Renk Atlas Kumaş İspanyol Paça Zincir Kemerli Pantolon,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2060,,,,,,0,Beden,40,,,,,,,,,69.99,
,MD2061,variable,Lila Düğmeli Ceket,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,"https://st1.myideasoft.com/idea/ek/76/myassets/products/921/moda-celikler-lila-ceket.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/921/moda-celikler-lila-ceket-gif1.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/921/moda-celikler-lila-ceket-gif2.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD2061_0a0e90,variation,Lila Düğmeli Ceket,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD2061,,,,,,0,Beden,L,,,,,,,,,159.99,
,MD2061_143b91,variation,Lila Düğmeli Ceket,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD2061,,,,,,0,Beden,M,,,,,,,,,159.99,
,MD2061_1830b2,variation,Lila Düğmeli Ceket,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Jackets, All products > Clothing > Tops",,,,,,MD2061,,,,,,0,Beden,S,,,,,,,,,159.99,
,MD2062,variable,Mor Benekli Crop Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/925/moda-celikler-bbluz-gif1.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/925/moda-celikler-bbluz.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD2062_d7a940,variation,Mor Benekli Crop Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2062,,,,,,0,Beden,L,,,,,,,,,79.99,
,MD2062_de9e41,variation,Mor Benekli Crop Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2062,,,,,,0,Beden,M,,,,,,,,,79.99,
,MD2062_e2ec42,variation,Mor Benekli Crop Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2062,,,,,,0,Beden,S,,,,,,,,,79.99,
,MD2063,variable,Siyah Nike Baskılı Crop Tişört,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,https://st3.myideasoft.com/idea/ek/76/myassets/products/929/img-2555.jpg,,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD2063_6d3720,variation,Siyah Nike Baskılı Crop Tişört,1,0,visible,,,,,taxable,,1,3,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2063,,,,,,0,Beden,L,,,,,,,,,39.99,
,MD2063_72a321,variation,Siyah Nike Baskılı Crop Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2063,,,,,,0,Beden,M,,,,,,,,,39.99,
,MD2063_763b42,variation,Siyah Nike Baskılı Crop Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2063,,,,,,0,Beden,S,,,,,,,,,39.99,
,MD2064,variable,Mint Yeşili Lastikli Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/933/moda-celikler-elbise-gif1.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/933/moda-celikler-elbise.gif",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD2064_7a2ee0,variation,Mint Yeşili Lastikli Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2064,,,,,,0,Beden,L,,,,,,,,,84.99,
,MD2064_7fa4f1,variation,Mint Yeşili Lastikli Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2064,,,,,,0,Beden,M,,,,,,,,,84.99,
,MD2064_833582,variation,Mint Yeşili Lastikli Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2064,,,,,,0,Beden,S,,,,,,,,,84.99,
,MD2065,variable,Paçası Detaylı Kot Jeans,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/937/moda-celikler-kot.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/937/moda-celikler-kot-gif2.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/937/moda-celikler-kot-gif3.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/937/moda-celikler-kot-gif1.gif",,,,,,,,,0,Beden,"34, 36, 38, 40",1,,,,,,,,,
,MD2065_64ca60,variation,Paçası Detaylı Kot Jeans,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2065,,,,,,0,Beden,34,,,,,,,,,109.99,
,MD2065_6a3621,variation,Paçası Detaylı Kot Jeans,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2065,,,,,,0,Beden,36,,,,,,,,,109.99,
,MD2065_6d4862,variation,Paçası Detaylı Kot Jeans,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2065,,,,,,0,Beden,38,,,,,,,,,109.99,
,MD2065_7092a3,variation,Paçası Detaylı Kot Jeans,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2065,,,,,,0,Beden,40,,,,,,,,,109.99,
,MD2066,simple,Kolları Fırfırlı Halter Yaka Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/942/moda-celikler-bluz.gif,,,,,,,,,0,,,,,,,,,,,39.99,
,MD2067,variable,Askılı Sırt Dekolteli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/943/moda-celikler-siyah-bluz.gif,https://st3.myideasoft.com/idea/ek/76/myassets/products/943/moda-celikler-siyah-bluz-gif1.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/943/moda-celikler-siyah-bluz-gif2.gif,https://st1.myideasoft.com/idea/ek/76/myassets/products/943/moda-celikler-siyah-bluz-gif4.gif",,,,,,,,,0,RENK,"BEYAZ, SİYAH",1,,,,,,,,,
,MD2067_dd3e60,variation,Askılı Sırt Dekolteli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2067,,,,,,0,RENK,BEYAZ,,,,,,,,,34.99,
,MD2067_f37ce1,variation,Askılı Sırt Dekolteli Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2067,,,,,,0,RENK,SİYAH,,,,,,,,,34.99,
,MD2068,variable,Antrasit Mom Fit Pantolon,1,0,visible,,,,,taxable,,1,6,,0,0,,,,,1,,,,"All products, All products > Clothing",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/946/moda-celikler-pan.gif,https://st2.myideasoft.com/idea/ek/76/myassets/products/946/moda-celikler-pan-gif1.gif",,,,,,,,,0,Beden,"25, 26, 28, 30, 32",1,,,,,,,,,
,MD2068_019900,variation,Antrasit Mom Fit Pantolon,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2068,,,,,,0,Beden,25,,,,,,,,,79.99,
,MD2068_0eadc1,variation,Antrasit Mom Fit Pantolon,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2068,,,,,,0,Beden,26,,,,,,,,,79.99,
,MD2068_120c22,variation,Antrasit Mom Fit Pantolon,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2068,,,,,,0,Beden,28,,,,,,,,,79.99,
,MD2068_156ac3,variation,Antrasit Mom Fit Pantolon,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2068,,,,,,0,Beden,30,,,,,,,,,79.99,
,MD2068_189a64,variation,Antrasit Mom Fit Pantolon,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing",,,,,,MD2068,,,,,,0,Beden,32,,,,,,,,,79.99,
,MD2069,variable,Vatkalı Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,"https://st3.myideasoft.com/idea/ek/76/myassets/products/952/54908050-d9bc-4d60-9d06-ad33dc4dd4ad.JPG,https://st1.myideasoft.com/idea/ek/76/myassets/products/952/8d4a6953-3683-45ce-9c34-31d94229c9ca.JPG",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD2069_72c420,variation,Vatkalı Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2069,,,,,,0,Beden,L,,,,,,,,,39.99,
,MD2069_81b571,variation,Vatkalı Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2069,,,,,,0,Beden,M,,,,,,,,,39.99,
,MD2069_857e72,variation,Vatkalı Elbise,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Dresses ",,,,,,MD2069,,,,,,0,Beden,S,,,,,,,,,39.99,
,MD2070,variable,Beyaz Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,"https://st2.myideasoft.com/idea/ek/76/myassets/products/964/photo-2020-05-02-14-45-41.jpg,https://st3.myideasoft.com/idea/ek/76/myassets/products/964/photo-2020-05-02-14-45-42.jpg",,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD2070_7367c0,variation,Beyaz Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,1,2,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2070,,,,,,0,Beden,L,,,,,,,,,69.99,
,MD2070_7e2621,variation,Beyaz Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2070,,,,,,0,Beden,M,,,,,,,,,69.99,
,MD2070_8140c2,variation,Beyaz Omzu Lastikli Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2070,,,,,,0,Beden,S,,,,,,,,,69.99,
,MD2071,variable,Omzu Lastik Detaylı Lila Crop Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,https://st2.myideasoft.com/idea/ek/76/myassets/products/968/photo-2020-05-02-15-15-19.jpg,,,,,,,,,0,Beden,"L, M, S",1,,,,,,,,,
,MD2071_88f360,variation,Omzu Lastik Detaylı Lila Crop Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2071,,,,,,0,Beden,L,,,,,,,,,79.99,
,MD2071_8eb491,variation,Omzu Lastik Detaylı Lila Crop Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2071,,,,,,0,Beden,M,,,,,,,,,79.99,
,MD2071_926322,variation,Omzu Lastik Detaylı Lila Crop Bluz,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > Shirts &amp; Blouses, All products > Clothing > Tops",,,,,,MD2071,,,,,,0,Beden,S,,,,,,,,,79.99,
,MD2072,variable,Vizon Vatkalı Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,https://st3.myideasoft.com/idea/ek/76/myassets/products/972/img-2267.jpg,,,,,,,,,0,Beden,"34, 36, 38",1,,,,,,,,,
,MD2072_cb46f0,variation,Vizon Vatkalı Tişört,1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,"All products, All products > Clothing, All products > Clothing > Tops > T-shirts, All products > Clothing > Tops",,,,,,MD2072,,,,,,0,Beden,34,,,,,,,,,44.99,
